donem,il,isim,parti,degisiklik
27,İstanbul (III),Ümit Beyaz,İYİ Parti,
27,İstanbul (III),Hayati Arkaz,İYİ Parti,Milliyetçi Hareket Partisi
27,İzmir (I),Tuncay Özkan,Cumhuriyet Halk Partisi,
27,İzmir (I),Murat Bakan,Cumhuriyet Halk Partisi,
27,İzmir (I),Özcan Purçu,Cumhuriyet Halk Partisi,Bağımsız
27,İzmir (I),Kani Beko,Cumhuriyet Halk Partisi,
27,İzmir (I),Mehmet Ali Çelebi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
27,İzmir (I),Tacettin Bayır,Cumhuriyet Halk Partisi,
27,İzmir (I),Ednan Arslan,Cumhuriyet Halk Partisi,
27,İzmir (I),Binali Yıldırım,Adalet ve Kalkınma Partisi,
27,İzmir (I),Mahmut Atilla Kaya,Adalet ve Kalkınma Partisi,
27,İzmir (I),Ceyda Bölünmez Çankırı,Adalet ve Kalkınma Partisi,
27,İzmir (I),Cemal Bekle,Adalet ve Kalkınma Partisi,
27,İzmir (I),Serpil Kemalbay,Halkların Demokratik Partisi,
27,İzmir (I),Müsavat Dervişoğlu,İYİ Parti,
27,İzmir (I),Hasan Kalyoncu,Milliyetçi Hareket Partisi,
27,İzmir (II),Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,
27,İzmir (II),Selin Sayek Böke,Cumhuriyet Halk Partisi,
27,İzmir (II),Kamil Okyay Sındır,Cumhuriyet Halk Partisi,
27,İzmir (II),Atila Sertel,Cumhuriyet Halk Partisi,
27,İzmir (II),Sevda Erdan Kılıç,Cumhuriyet Halk Partisi,
27,İzmir (II),Mahir Polat,Cumhuriyet Halk Partisi,
27,İzmir (II),Bedri Serter,Cumhuriyet Halk Partisi,
27,İzmir (II),Hamza Dağ,Adalet ve Kalkınma Partisi,
27,İzmir (II),Alpay Özalan,Adalet ve Kalkınma Partisi,
27,İzmir (II),Necip Nasır,Adalet ve Kalkınma Partisi,
27,İzmir (II),Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,
27,İzmir (II),Aytun Çıray,İYİ Parti,
27,İzmir (II),Murat Çepni,Halkların Demokratik Partisi,
27,İzmir (II),Tamer Osmanağaoğlu,Milliyetçi Hareket Partisi,
27,Kahramanmaraş,Mahir Ünal,Adalet ve Kalkınma Partisi,
27,Kahramanmaraş,Ahmet Özdemir,Adalet ve Kalkınma Partisi,
27,Kahramanmaraş,Celalettin Güvenç,Adalet ve Kalkınma Partisi,
27,Kahramanmaraş,İmran Kılıç,Adalet ve Kalkınma Partisi,Ölüm
27,Kahramanmaraş,Mehmet Cihat Sezal,Adalet ve Kalkınma Partisi,
27,Kahramanmaraş,Habibe Öçal,Adalet ve Kalkınma Partisi,
27,Kahramanmaraş,Sefer Aycan,Milliyetçi Hareket Partisi,
27,Kahramanmaraş,Ali Öztunç,Cumhuriyet Halk Partisi,
27,Karabük,Cumhur Ünal,Adalet ve Kalkınma Partisi,
27,Karabük,Niyazi Güneş,Adalet ve Kalkınma Partisi,
27,Karabük,Hüseyin Avni Aksoy,Cumhuriyet Halk Partisi,Memleket Partisi
27,Karaman,Recep Şeker,Adalet ve Kalkınma Partisi,
27,Karaman,Selman Oğuzhan Eser,Adalet ve Kalkınma Partisi,
27,Karaman,İsmail Atakan Ünver,Cumhuriyet Halk Partisi,
27,Kars,Ahmet Arslan,Adalet ve Kalkınma Partisi,
27,Kars,Yunus Kılıç,Adalet ve Kalkınma Partisi,
27,Kars,Ayhan Bilgen,Halkların Demokratik Partisi,Milletvekilliğinden istifa
27,Kastamonu,Hakkı Köylü,Adalet ve Kalkınma Partisi,
27,Kastamonu,Metin Çelik,Adalet ve Kalkınma Partisi,
27,Kastamonu,Hasan Baltacı,Cumhuriyet Halk Partisi,
27,Kayseri,Mehmet Özhaseki,Adalet ve Kalkınma Partisi,
27,Kayseri,Mustafa Elitaş,Adalet ve Kalkınma Partisi,
27,Kayseri,Taner Yıldız,Adalet ve Kalkınma Partisi,
27,Kayseri,İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,
27,Kayseri,İsmail Tamer,Adalet ve Kalkınma Partisi,
27,Kayseri,Hülya Nergis,Adalet ve Kalkınma Partisi,
27,Kayseri,İsmail Özdemir,Milliyetçi Hareket Partisi,
27,Kayseri,Mustafa Baki Ersoy,Milliyetçi Hareket Partisi,
27,Kayseri,Çetin Arık,Cumhuriyet Halk Partisi,
27,Kayseri,Dursun Ataş,İYİ Parti,
27,Kırıkkale,Ramazan Can,Adalet ve Kalkınma Partisi,
27,Kırıkkale,Halil Öztürk,Milliyetçi Hareket Partisi,
27,Kırıkkale,Ahmet Önal,Cumhuriyet Halk Partisi,
27,Kırklareli,Türabi Kayan,Cumhuriyet Halk Partisi,
27,Kırklareli,Vecdi Gündoğdu,Cumhuriyet Halk Partisi,
27,Kırklareli,Selahattin Minsolmaz,Adalet ve Kalkınma Partisi,
27,Kırşehir,Mustafa Kendirli,Adalet ve Kalkınma Partisi,
27,Kırşehir,Metin İlhan,Cumhuriyet Halk Partisi,
27,Kilis,Mustafa Hilmi Dülger,Adalet ve Kalkınma Partisi,
27,Kilis,Ahmet Salih Dal,Adalet ve Kalkınma Partisi,
27,Kocaeli,Fikri Işık,Adalet ve Kalkınma Partisi,
27,Kocaeli,İlyas Şeker,Adalet ve Kalkınma Partisi,
27,Kocaeli,Radiye Sezer Katırcıoğlu,Adalet ve Kalkınma Partisi,
27,Kocaeli,Mehmet Akif Yılmaz,Adalet ve Kalkınma Partisi,
27,Kocaeli,Sami Çakır,Adalet ve Kalkınma Partisi,
27,Kocaeli,Cemil Yaman,Adalet ve Kalkınma Partisi,
27,Kocaeli,Emine Zeybek,Adalet ve Kalkınma Partisi,
27,Kocaeli,Fatma Kaplan Hürriyet,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
27,Kocaeli,Haydar Akar,Cumhuriyet Halk Partisi,
27,Kocaeli,Tahsin Tarhan,Cumhuriyet Halk Partisi,
27,Kocaeli,Saffet Sancaklı,Milliyetçi Hareket Partisi,
27,Kocaeli,Lütfü Türkkan,İYİ Parti,
27,Kocaeli,Ömer Faruk Gergerlioğlu,Halkların Demokratik Partisi,
27,Konya,Ahmet Sorgun,Adalet ve Kalkınma Partisi,
27,Konya,Tahir Akyürek,Adalet ve Kalkınma Partisi,
27,Konya,Orhan Erdem,Adalet ve Kalkınma Partisi,
27,Konya,Leyla Şahin Usta,Adalet ve Kalkınma Partisi,
27,Konya,Ziya Altunyaldız,Adalet ve Kalkınma Partisi,
27,Konya,Hacı Ahmet Özdemir,Adalet ve Kalkınma Partisi,
27,Konya,Gülay Samancı,Adalet ve Kalkınma Partisi,
27,Konya,Abdullah Ağralı,Adalet ve Kalkınma Partisi,
27,Konya,Selman Özboyacı,Adalet ve Kalkınma Partisi,
27,Konya,Halil Etyemez,Adalet ve Kalkınma Partisi,
27,Konya,Mustafa Kalaycı,Milliyetçi Hareket Partisi,
27,Konya,Esin Kara,Milliyetçi Hareket Partisi,
27,Konya,Abdüllatif Şener,Cumhuriyet Halk Partisi,
27,Konya,Abdulkadir Karaduman,Cumhuriyet Halk Partisi,Saadet Partisi
27,Konya,Fahrettin Yokuş,İYİ Parti,
27,Kütahya,Ahmet Tan,Adalet ve Kalkınma Partisi,
27,Kütahya,İshak Gazel,Adalet ve Kalkınma Partisi,
27,Kütahya,Ceyda Çetin Erenler,Adalet ve Kalkınma Partisi,
27,Kütahya,Ahmet Erbaş,Milliyetçi Hareket Partisi,
27,Kütahya,Ali Fazıl Kasap,Cumhuriyet Halk Partisi,
27,Malatya,Bülent Tüfenkci,Adalet ve Kalkınma Partisi,
27,Malatya,Öznur Çalık,Adalet ve Kalkınma Partisi,
27,Malatya,Ahmet Çakır,Adalet ve Kalkınma Partisi,
27,Malatya,Hakan Kahtalı,Adalet ve Kalkınma Partisi,
27,Malatya,Veli Ağbaba,Cumhuriyet Halk Partisi,
27,Malatya,Mehmet Celal Fendoğlu,Milliyetçi Hareket Partisi,
27,Manisa,Murat Baybatur,Adalet ve Kalkınma Partisi,
27,Manisa,Uğur Aydemir,Adalet ve Kalkınma Partisi,
27,Manisa,İsmail Bilen,Adalet ve Kalkınma Partisi,
27,Manisa,Semra Kaplan Kıvırcık,Adalet ve Kalkınma Partisi,
27,Manisa,Mehmet Ali Özkan,Adalet ve Kalkınma Partisi,
27,Manisa,Özgür Özel,Cumhuriyet Halk Partisi,
27,Manisa,Ahmet Vehbi Bakırlıoğlu,Cumhuriyet Halk Partisi,
27,Manisa,Bekir Başevirgen,Cumhuriyet Halk Partisi,
27,Manisa,Tamer Akkal,İYİ Parti,Adalet ve Kalkınma Partisi
27,Manisa,Erkan Akçay,Milliyetçi Hareket Partisi,
27,Mardin,Mithat Sancar,Halkların Demokratik Partisi,
27,Mardin,Pero Dundar,Halkların Demokratik Partisi,
27,Mardin,Ebru Günay,Halkların Demokratik Partisi,
27,Mardin,Tuma Çelik,Halkların Demokratik Partisi,Bağımsız
27,Mardin,Şeyhmus Dinçel,Adalet ve Kalkınma Partisi,
27,Mardin,Cengiz Demirkaya,Adalet ve Kalkınma Partisi,
27,Mersin,Lütfi Elvan,Adalet ve Kalkınma Partisi,Milletvekilliğinden istifa (Hazine ve Maliye Bakanlığı'na atandı)
27,Mersin,Ali Cumhur Taşkın,Adalet ve Kalkınma Partisi,
27,Mersin,Zeynep Gül Yılmaz,Adalet ve Kalkınma Partisi,
27,Mersin,Hacı Özkan,Adalet ve Kalkınma Partisi,
27,Mersin,Cengiz Gökçel,Cumhuriyet Halk Partisi,
27,Mersin,Alpay Antmen,Cumhuriyet Halk Partisi,
27,Mersin,Ali Mahir Başarır,Cumhuriyet Halk Partisi,
27,Mersin,Fatma Kurtulan,Halkların Demokratik Partisi,
27,Mersin,Rıdvan Turan,Halkların Demokratik Partisi,
27,Mersin,Behiç Çelik,İYİ Parti,
27,Mersin,Zeki Hakan Sıdalı,İYİ Parti,
27,Mersin,Olcay Kılavuz,Milliyetçi Hareket Partisi,
27,Mersin,Baki Şimşek,Milliyetçi Hareket Partisi,
27,Muğla,Mürsel Alban,Cumhuriyet Halk Partisi,
27,Muğla,Suat Özcan,Cumhuriyet Halk Partisi,
27,Muğla,Burak Erbay,Cumhuriyet Halk Partisi,
27,Muğla,Süleyman Girgin,Cumhuriyet Halk Partisi,
27,Muğla,Mehmet Yavuz Demir,Adalet ve Kalkınma Partisi,
27,Muğla,Yelda Erol Gökcan,Adalet ve Kalkınma Partisi,
27,Muğla,Metin Ergun,İYİ Parti,
27,Muş,Gülüstan Kılıç Koçyiğit,Halkların Demokratik Partisi,
27,Muş,Mensur Işık,Halkların Demokratik Partisi,
27,Muş,Şevin Coşkun,Halkların Demokratik Partisi,
27,Muş,Mehmet Emin Şimşek,Adalet ve Kalkınma Partisi,
27,Nevşehir,Mustafa Açıkgöz,Adalet ve Kalkınma Partisi,
27,Nevşehir,Yücel Menekşe,Adalet ve Kalkınma Partisi,
27,Nevşehir,Faruk Sarıaslan,Cumhuriyet Halk Partisi,
27,Niğde,Yavuz Ergun,Adalet ve Kalkınma Partisi,
27,Niğde,Selim Gültekin,Adalet ve Kalkınma Partisi,
27,Niğde,Ömer Fethi Gürer,Cumhuriyet Halk Partisi,
27,Ordu,Şenel Yediyıldız,Adalet ve Kalkınma Partisi,
27,Ordu,Ergün Taşcı,Adalet ve Kalkınma Partisi,
27,Ordu,Metin Gündoğdu,Adalet ve Kalkınma Partisi,
27,Ordu,Seyit Torun,Cumhuriyet Halk Partisi,
27,Ordu,Mustafa Adıgüzel,Cumhuriyet Halk Partisi,
27,Ordu,Cemal Enginyurt,Milliyetçi Hareket Partisi,Demokrat Parti
27,Osmaniye,Mücahit Durmuşoğlu,Adalet ve Kalkınma Partisi,
27,Osmaniye,İsmail Kaya,Adalet ve Kalkınma Partisi,
27,Osmaniye,Devlet Bahçeli,Milliyetçi Hareket Partisi,
27,Osmaniye,Baha Ünlü,Cumhuriyet Halk Partisi,
27,Rize,Hayati Yazıcı,Adalet ve Kalkınma Partisi,
27,Rize,Osman Aşkın Bak,Adalet ve Kalkınma Partisi,
27,Rize,Muhammed Avcı,Adalet ve Kalkınma Partisi,
27,Sakarya,Ali İhsan Yavuz,Adalet ve Kalkınma Partisi,
27,Sakarya,Recep Uncuoğlu,Adalet ve Kalkınma Partisi,
27,Sakarya,Kenan Sofuoğlu,Adalet ve Kalkınma Partisi,
27,Sakarya,Çiğdem Erdoğan Atabek,Adalet ve Kalkınma Partisi,
27,Sakarya,Engin Özkoç,Cumhuriyet Halk Partisi,
27,Sakarya,Muhammed Levent Bülbül,Milliyetçi Hareket Partisi,
27,Sakarya,Ümit Dikbayır,İYİ Parti,
27,Samsun,Ahmet Demircan,Adalet ve Kalkınma Partisi,
27,Samsun,Yusuf Ziya Yılmaz,Adalet ve Kalkınma Partisi,
27,Samsun,Çiğdem Karaaslan,Adalet ve Kalkınma Partisi,
27,Samsun,Fuat Köktaş,Adalet ve Kalkınma Partisi,
27,Samsun,Orhan Kırcalı,Adalet ve Kalkınma Partisi,
27,Samsun,Kemal Zeybek,Cumhuriyet Halk Partisi,
27,Samsun,Neslihan Hancıoğlu,Cumhuriyet Halk Partisi,
27,Samsun,Erhan Usta,Milliyetçi Hareket Partisi,İYİ Parti
27,Samsun,Bedri Yaşar,İYİ Parti,
27,Siirt,Meral Danış Beştaş,Halkların Demokratik Partisi,
27,Siirt,Sıdık Taş,Halkların Demokratik Partisi,
27,Siirt,Osman Ören,Adalet ve Kalkınma Partisi,
27,Sinop,Nazım Maviş,Adalet ve Kalkınma Partisi,
27,Sinop,Barış Karadeniz,Cumhuriyet Halk Partisi,
27,Sivas,İsmet Yılmaz,Adalet ve Kalkınma Partisi,
27,Sivas,Mehmet Habib Soluk,Adalet ve Kalkınma Partisi,
27,Sivas,Semiha Ekinci,Adalet ve Kalkınma Partisi,
27,Sivas,Ahmet Özyürek,Milliyetçi Hareket Partisi,
27,Sivas,Ulaş Karasu,Cumhuriyet Halk Partisi,
27,Şanlıurfa,Ahmet Eşref Fakıbaba,Adalet ve Kalkınma Partisi,Milletvekilliğinden istifa
27,Şanlıurfa,Mehmet Kasım Gülpınar,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Halil Özcan,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Zemzem Gülender Açanal,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Mehmet Ali Cevheri,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,İbrahim Halil Yıldız,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Halil Özşavlı,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Ahmet Akay,Adalet ve Kalkınma Partisi,
27,Şanlıurfa,Nimetullah Erdoğmuş,Halkların Demokratik Partisi,
27,Şanlıurfa,Ayşe Sürücü,Halkların Demokratik Partisi,
27,Şanlıurfa,Nusrettin Maçin,Halkların Demokratik Partisi,
27,Şanlıurfa,Ömer Öcalan,Halkların Demokratik Partisi,
27,Şanlıurfa,İbrahim Özyavuz,Milliyetçi Hareket Partisi,
27,Şanlıurfa,Aziz Aydınlık,Cumhuriyet Halk Partisi,
27,Şırnak,Hasan Özgüneş,Halkların Demokratik Partisi,
27,Şırnak,Nuran İmir,Halkların Demokratik Partisi,
27,Şırnak,Hüseyin Kaçmaz,Halkların Demokratik Partisi,
27,Şırnak,Rizgin Birlik,Adalet ve Kalkınma Partisi,
27,Tekirdağ,Faik Öztrak,Cumhuriyet Halk Partisi,
27,Tekirdağ,İlhami Özcan Aygun,Cumhuriyet Halk Partisi,
27,Tekirdağ,Candan Yüceer,Cumhuriyet Halk Partisi,
27,Tekirdağ,Mustafa Şentop,Adalet ve Kalkınma Partisi,
27,Tekirdağ,Mustafa Yel,Adalet ve Kalkınma Partisi,
27,Tekirdağ,Çiğdem Koncagül,Adalet ve Kalkınma Partisi,
27,Tekirdağ,Enez Kaplan,İYİ Parti,
27,Tokat,Yusuf Beyazıt,Adalet ve Kalkınma Partisi,
27,Tokat,Mustafa Arslan,Adalet ve Kalkınma Partisi,
27,Tokat,Özlem Zengin,Adalet ve Kalkınma Partisi,
27,Tokat,Yücel Bulut,Milliyetçi Hareket Partisi,
27,Tokat,Kadim Durmaz,Cumhuriyet Halk Partisi,
27,Trabzon,Muhammet Balta,Adalet ve Kalkınma Partisi,
27,Trabzon,Adnan Günnar,Adalet ve Kalkınma Partisi,
27,Trabzon,Bahar Ayvazoğlu,Adalet ve Kalkınma Partisi,
27,Trabzon,Salih Cora,Adalet ve Kalkınma Partisi,
27,Trabzon,Ahmet Kaya,Cumhuriyet Halk Partisi,
27,Trabzon,Hüseyin Örs,İYİ Parti,
27,Tunceli,Alican Önlü,Halkların Demokratik Partisi,
27,Tunceli,Polat Şaroğlu,Cumhuriyet Halk Partisi,
27,Uşak,Mehmet Altay,Adalet ve Kalkınma Partisi,
27,Uşak,İsmail Güneş,Adalet ve Kalkınma Partisi,
27,Uşak,Özkan Yalım,Cumhuriyet Halk Partisi,
27,Van,Sezai Temelli,Halkların Demokratik Partisi,
27,Van,Bedia Özgökçe Ertan,Halkların Demokratik Partisi,Milletvekilliğinden istifa
27,Van,Murat Sarısaç,Halkların Demokratik Partisi,
27,Van,Muazzez Orhan,Halkların Demokratik Partisi,
27,Van,Tayip Temel,Halkların Demokratik Partisi,
27,Van,Osman Nuri Gülaçar,Adalet ve Kalkınma Partisi,
27,Van,İrfan Kartal,Adalet ve Kalkınma Partisi,
27,Van,Abdulahat Arvas,Adalet ve Kalkınma Partisi,
27,Yalova,Ahmet Büyükgümüş,Adalet ve Kalkınma Partisi,
27,Yalova,Meliha Akyol,Adalet ve Kalkınma Partisi,
27,Yalova,Özcan Özel,Cumhuriyet Halk Partisi,Memleket Partisi
27,Yozgat,Bekir Bozdağ,Adalet ve Kalkınma Partisi,Milletvekilliğinden istifa (Adalet Bakanlığı'na atandı)
27,Yozgat,Yusuf Başer,Adalet ve Kalkınma Partisi,
27,Yozgat,İbrahim Ethem Sedef,Milliyetçi Hareket Partisi,
27,Yozgat,Ali Keven,Cumhuriyet Halk Partisi,
27,Zonguldak,Polat Türkmen,Adalet ve Kalkınma Partisi,
27,Zonguldak,Ahmet Çolakoğlu,Adalet ve Kalkınma Partisi,
27,Zonguldak,Hamdi Uçar,Adalet ve Kalkınma Partisi,
27,Zonguldak,Ünal Demirtaş,Cumhuriyet Halk Partisi,
27,Zonguldak,Deniz Yavuzyılmaz,Cumhuriyet Halk Partisi,
27,Zonguldak,Eski,Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak,
27,Diğer listeler,Azınlık milletvekilleri · İlk Türk kadın milletvekilleri · Cumhuriyet Senatosu başkanları · Türkiye Büyük Millet Meclisi başkanları,Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak,
28,Siyasi parti,Adalet ve Kalkınma Partisi,Abdullah Güler,275
28,Siyasi parti,Cumhuriyet Halk Partisi,Özgür Özel,138
28,Siyasi parti,Halkların Eşitlik ve Demokrasi Partisi,Tuncer Bakırhan,56
28,Siyasi parti,Milliyetçi Hareket Partisi,Devlet Bahçeli,47
28,Siyasi parti,İYİ Parti,Müsavat Dervişoğlu,30
28,Siyasi parti,Yeni Yol,Bülent Kaya,20
28,Siyasi parti,Hür Dava Partisi,Meclis grubu yok,4
28,Siyasi parti,Yeniden Refah Partisi,Meclis grubu yok,4
28,Siyasi parti,Türkiye İşçi Partisi,Meclis grubu yok,3
28,Siyasi parti,Demokratik Bölgeler Partisi,Meclis grubu yok,2
28,Siyasi parti,Emek Partisi,Meclis grubu yok,2
28,Siyasi parti,Demokrat Parti,Meclis grubu yok,1
28,Siyasi parti,Saadet Partisi,Meclis grubu yok,1
28,Siyasi parti,Demokratik Sol Parti,Meclis grubu yok,1
28,Siyasi parti,Bağımsız,Meclis grubu yok,8
28,Siyasi parti,Adalet ve Kalkınma Partisi,3,19
28,Siyasi parti,Cumhuriyet Halk Partisi,1,0
28,Siyasi parti,Halkların Eşitlik ve Demokrasi Partisi,1,0
28,Siyasi parti,Milliyetçi Hareket Partisi,1,0
28,Siyasi parti,İYİ Parti,0,0
28,Siyasi parti,Yeni Yol,0,0
28,Adana,Ömer Çelik,Adalet ve Kalkınma Partisi,
28,Adana,Ahmet Zenbilci,Adalet ve Kalkınma Partisi,Bağımsız
28,Adana,Sunay Karamık,Adalet ve Kalkınma Partisi,
28,Adana,Abdullah Doğru,Adalet ve Kalkınma Partisi,
28,Adana,Faruk Aytek,Adalet ve Kalkınma Partisi,
28,Adana,Orhan Sümer,Cumhuriyet Halk Partisi,
28,Adana,Müzeyyen Şevkin,Cumhuriyet Halk Partisi,
28,Adana,Burhanettin Bulut,Cumhuriyet Halk Partisi,
28,Adana,Sadullah Kısacık,Cumhuriyet Halk Partisi,Yeni Yol
28,Adana,Ayhan Barut,Cumhuriyet Halk Partisi,
28,Adana,Muharrem Varlı,Milliyetçi Hareket Partisi,
28,Adana,Ayşe Sibel Ersoy,Milliyetçi Hareket Partisi,
28,Adana,Ayyüce Türkeş Taş,İYİ Parti,
28,Adana,Bilal Bilici,İYİ Parti,Cumhuriyet Halk Partisi
28,Adana,Tülay Hatimoğulları Oruç,Halkların Eşitlik ve Demokrasi Partisi,
28,Adıyaman,Resul Kurt,Adalet ve Kalkınma Partisi,
28,Adıyaman,İshak Şan,Adalet ve Kalkınma Partisi,
28,Adıyaman,Mustafa Alkayış,Adalet ve Kalkınma Partisi,
28,Adıyaman,Hüseyin Özhan,Adalet ve Kalkınma Partisi,
28,Adıyaman,Abdurrahman Tutdere,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
28,Afyonkarahisar,Ali Özkaya,Adalet ve Kalkınma Partisi,
28,Afyonkarahisar,İbrahim Yurdunuseven,Adalet ve Kalkınma Partisi,
28,Afyonkarahisar,Hasan Arslan,Adalet ve Kalkınma Partisi,
28,Afyonkarahisar,Burcu Köksal,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
28,Afyonkarahisar,Mehmet Taytak,Milliyetçi Hareket Partisi,
28,Afyonkarahisar,Hakan Şeref Olgun,İYİ Parti,
28,Ağrı,Sırrı Sakık,Halkların Eşitlik ve Demokrasi Partisi,
28,Ağrı,Nejla Demir,Halkların Eşitlik ve Demokrasi Partisi,
28,Ağrı,Heval Bozdağ,Halkların Eşitlik ve Demokrasi Partisi,
28,Ağrı,Ruken Kilerci,Adalet ve Kalkınma Partisi,
28,Aksaray,Cengiz Aydoğdu,Adalet ve Kalkınma Partisi,
28,Aksaray,Hüseyin Altınsoy,Adalet ve Kalkınma Partisi,
28,Aksaray,Ramazan Kaşlı,Milliyetçi Hareket Partisi,
28,Aksaray,Turan Yaldır,İYİ Parti,
28,Amasya,Haluk İpek,Adalet ve Kalkınma Partisi,
28,Amasya,Hasan Çilez,Adalet ve Kalkınma Partisi,
28,Amasya,Reşat Karagöz,Cumhuriyet Halk Partisi,
28,Ankara (I),Gamze Taşçıer,Cumhuriyet Halk Partisi,
28,Ankara (I),Deniz Demir,Cumhuriyet Halk Partisi,
28,Ankara (I),Okan Konuralp,Cumhuriyet Halk Partisi,
28,Ankara (I),Sadullah Ergin,Cumhuriyet Halk Partisi,Yeni Yol
28,Ankara (I),Mustafa Nedim Yamalı,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,Ankara (I),Aliye Timisi Ersever,Cumhuriyet Halk Partisi,
28,Ankara (I),Yıldırım Tuğrul Türkeş,Adalet ve Kalkınma Partisi,
28,Ankara (I),Jülide Sarıeroğlu,Adalet ve Kalkınma Partisi,
28,Ankara (I),Murat Alparslan,Adalet ve Kalkınma Partisi,
28,Ankara (I),Zehranur Aydemir,Adalet ve Kalkınma Partisi,
28,Ankara (I),Koray Aydın,İYİ Parti,Bağımsız
28,Ankara (I),Ahmet Eşref Fakıbaba,İYİ Parti,
28,Ankara (I),Mevlüt Karakaya,Milliyetçi Hareket Partisi,
28,Ankara (II),Vedat Bilgin,Adalet ve Kalkınma Partisi,
28,Ankara (II),Lütfiye Selva Çam,Adalet ve Kalkınma Partisi,
28,Ankara (II),Orhan Yegin,Adalet ve Kalkınma Partisi,
28,Ankara (II),Zeynep Yıldız,Adalet ve Kalkınma Partisi,
28,Ankara (II),Osman Gökçek,Adalet ve Kalkınma Partisi,
28,Ankara (II),Kurtcan Çelebi,Adalet ve Kalkınma Partisi,
28,Ankara (II),Murat Emir,Cumhuriyet Halk Partisi,
28,Ankara (II),İdris Şahin,Cumhuriyet Halk Partisi,Yeni Yol
28,Ankara (II),Semra Dinçer,Cumhuriyet Halk Partisi,
28,Ankara (II),Sadir Durmaz,Milliyetçi Hareket Partisi,
28,Ankara (II),Adnan Beker,İYİ Parti,Cumhuriyet Halk Partisi
28,Ankara (III),Fuat Oktay,Adalet ve Kalkınma Partisi,
28,Ankara (III),Leyla Şahin Usta,Adalet ve Kalkınma Partisi,
28,Ankara (III),Ömer İleri,Adalet ve Kalkınma Partisi,
28,Ankara (III),Asuman Erdoğan,Adalet ve Kalkınma Partisi,
28,Ankara (III),Ahmet Fethan Baykoç,Adalet ve Kalkınma Partisi,
28,Ankara (III),Tekin Bingöl,Cumhuriyet Halk Partisi,
28,Ankara (III),Umut Akdoğan,Cumhuriyet Halk Partisi,
28,Ankara (III),Mesut Doğan,Cumhuriyet Halk Partisi,Yeni Yol
28,Ankara (III),Aylin Yaman,Cumhuriyet Halk Partisi,
28,Ankara (III),Yüksel Arslan,İYİ Parti,
28,Ankara (III),Kürşad Zorlu,İYİ Parti,Adalet ve Kalkınma Partisi
28,Ankara (III),Yaşar Yıldırım,Milliyetçi Hareket Partisi,
28,Antalya,Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,
28,Antalya,Mustafa Köse,Adalet ve Kalkınma Partisi,
28,Antalya,Tuba Vural Çokal,Adalet ve Kalkınma Partisi,
28,Antalya,Kemal Çelik,Adalet ve Kalkınma Partisi,
28,Antalya,Atay Uslu,Adalet ve Kalkınma Partisi,
28,Antalya,İbrahim Ethem Taş,Adalet ve Kalkınma Partisi,
28,Antalya,Sururi Çorabatır,Cumhuriyet Halk Partisi,
28,Antalya,Cavit Arı,Cumhuriyet Halk Partisi,
28,Antalya,Aliye Coşar,Cumhuriyet Halk Partisi,
28,Antalya,Serap Yazıcı Özbudun,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,Antalya,Şerafettin Kılıç,Cumhuriyet Halk Partisi,Yeni Yol
28,Antalya,Mustafa Erdem,Cumhuriyet Halk Partisi,
28,Antalya,Abdurrahman Başkan,Milliyetçi Hareket Partisi,
28,Antalya,Hilmi Durgun,Milliyetçi Hareket Partisi,
28,Antalya,Uğur Poyraz,İYİ Parti,
28,Antalya,Aykut Kaya,İYİ Parti,Cumhuriyet Halk Partisi
